"","name","followers","popularity","uri","link","genres"
"2284","DJ Snake",7066209,83,"spotify:artist:540vIaP2JwjQb9dm3aArA4","https://api.spotify.com/v1/artists/540vIaP2JwjQb9dm3aArA4","dance pop,edm,electro house,electronic trap,pop,pop rap"
"2285","Bipolar Sunshine",68876,66,"spotify:artist:0CjWKoS55T7DOt0HJuwF1H","https://api.spotify.com/v1/artists/0CjWKoS55T7DOt0HJuwF1H","gauze pop"
"2286","Macklemore",1616391,78,"spotify:artist:3JhNCzhSMTxs9WLGJJxWOY","https://api.spotify.com/v1/artists/3JhNCzhSMTxs9WLGJJxWOY","modern rock,pop rap,seattle hip hop"
"2287","Ryan Lewis",7477,65,"spotify:artist:4myTppRgh0rojLxx8RycOp","https://api.spotify.com/v1/artists/4myTppRgh0rojLxx8RycOp",NA
"2288","Grandmaster Melle Mel",38425,57,"spotify:artist:0AWhixY9hX7LEPyPMjh4O0","https://api.spotify.com/v1/artists/0AWhixY9hX7LEPyPMjh4O0","bronx hip hop,east coast hip hop,electro,old school hip hop"
"2289","Grandmaster Caz",17230,56,"spotify:artist:6QeZTS8BrU3r2TYJdA68j9","https://api.spotify.com/v1/artists/6QeZTS8BrU3r2TYJdA68j9","bronx hip hop,old school hip hop"
"2290","Kool Moe Dee",143574,58,"spotify:artist:2RE8NwNxsOyuNZDD0jRxHP","https://api.spotify.com/v1/artists/2RE8NwNxsOyuNZDD0jRxHP","east coast hip hop,electro,gangster rap,harlem hip hop,hip hop,hip house,new jack swing,old school hip hop,rap"
"2291","Eric Nally",8385,57,"spotify:artist:3NoeRIxHApi6qe4yan2Vnn","https://api.spotify.com/v1/artists/3NoeRIxHApi6qe4yan2Vnn",NA
"2292","The Weeknd",25003330,96,"spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ","canadian contemporary r&b,canadian pop,pop"
"2293","Foals",1118602,71,"spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa","https://api.spotify.com/v1/artists/6FQqZYVfTNQ1pCqfkwVFEa","alternative dance,indie rock,modern rock,new rave,oxford indie,rock"
"2294","Gang of Youths",215919,62,"spotify:artist:142YBUGmLWCJigFLzgguf8","https://api.spotify.com/v1/artists/142YBUGmLWCJigFLzgguf8","australian hip hop,australian indie,australian pop,modern rock"
"2295","L D R U",34301,47,"spotify:artist:2RnDmyX1zzOkK5Cj9QPhMq","https://api.spotify.com/v1/artists/2RnDmyX1zzOkK5Cj9QPhMq","australian dance,australian hip hop"
"2296","Paige IV",575,43,"spotify:artist:7FhrJLDe6bQ0Hqt9Wf7zXh","https://api.spotify.com/v1/artists/7FhrJLDe6bQ0Hqt9Wf7zXh",NA
"2297","SAFIA",110737,56,"spotify:artist:1y07gMlsfAdz2KOvZzyUTB","https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB","australian indie,australian pop"
"2298","Flume",2076166,77,"spotify:artist:6nxWCVXbOlEVRexSbLsTer","https://api.spotify.com/v1/artists/6nxWCVXbOlEVRexSbLsTer","australian dance,australian electropop,australian indie,downtempo,edm"
"2299","Andrew Wyatt",5050,47,"spotify:artist:4TpW7t4Cz0RG1gOEU6EcUm","https://api.spotify.com/v1/artists/4TpW7t4Cz0RG1gOEU6EcUm","nyc pop"
"2300","The Amity Affliction",477944,66,"spotify:artist:6kNKUYGn6VNGsRoXmyoDPK","https://api.spotify.com/v1/artists/6kNKUYGn6VNGsRoXmyoDPK","australian metalcore,melodic metalcore,metalcore,screamo"
"2301","Jamie xx",624268,65,"spotify:artist:7A0awCXkE1FtSU8B0qwOJQ","https://api.spotify.com/v1/artists/7A0awCXkE1FtSU8B0qwOJQ","electronica,future garage,indie soul,new rave"
"2302","Young Thug",5601505,93,"spotify:artist:50co4Is1HCEo8bhOyUWKpn","https://api.spotify.com/v1/artists/50co4Is1HCEo8bhOyUWKpn","atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap"
"2303","Popcaan",455057,75,"spotify:artist:62DmErcU7dqZbJaDqwsqzR","https://api.spotify.com/v1/artists/62DmErcU7dqZbJaDqwsqzR","dancehall,reggae fusion"
"2304","Vallis Alps",123675,55,"spotify:artist:7qhWa7UI1QNZNDnzYwAYZm","https://api.spotify.com/v1/artists/7qhWa7UI1QNZNDnzYwAYZm","australian indie,electropop,vapor soul"
"2305","RÜFÜS DU SOL",666355,73,"spotify:artist:5Pb27ujIyYb33zBqVysBkj","https://api.spotify.com/v1/artists/5Pb27ujIyYb33zBqVysBkj","australian electropop,indietronica,tropical house"
"2306","The Wombats",816791,69,"spotify:artist:0Ya43ZKWHTKkAbkoJJkwIB","https://api.spotify.com/v1/artists/0Ya43ZKWHTKkAbkoJJkwIB","indie pop,liverpool indie,modern alternative rock,modern rock,rock"
"2307","Peking Duk",201730,61,"spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY","https://api.spotify.com/v1/artists/0UZ1nu3kcdNlCoiKRjmSSY","aussietronica,australian electropop,australian indie,australian pop,edm"
"2308","Benjamin Joseph",245,41,"spotify:artist:00IBJsix9OYvxpmk8k0p86","https://api.spotify.com/v1/artists/00IBJsix9OYvxpmk8k0p86",NA
"2309","Jamie xx",624268,65,"spotify:artist:7A0awCXkE1FtSU8B0qwOJQ","https://api.spotify.com/v1/artists/7A0awCXkE1FtSU8B0qwOJQ","electronica,future garage,indie soul,new rave"
"2310","Romy",13302,60,"spotify:artist:3X2DdnmoANw8Rg8luHyZQb","https://api.spotify.com/v1/artists/3X2DdnmoANw8Rg8luHyZQb",NA
"2311","CHVRCHES",1165854,72,"spotify:artist:3CjlHNtplJyTf9npxaPl5w","https://api.spotify.com/v1/artists/3CjlHNtplJyTf9npxaPl5w","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop"
"2312","Urthboy",45441,44,"spotify:artist:2j9Ronn6pPSxcsqnDbVGpZ","https://api.spotify.com/v1/artists/2j9Ronn6pPSxcsqnDbVGpZ","australian hip hop,australian underground hip hop,conscious hip hop"
"2313","Bertie Blackman",9526,36,"spotify:artist:667PRpjUWWwm45prjd14SD","https://api.spotify.com/v1/artists/667PRpjUWWwm45prjd14SD","australian alternative rock,australian indie"
"2314","Tame Impala",4230084,83,"spotify:artist:5INjqkS1o8h1imAzPqGZBb","https://api.spotify.com/v1/artists/5INjqkS1o8h1imAzPqGZBb","australian psych,neo-psychedelic"
"2315","SAFIA",110737,56,"spotify:artist:1y07gMlsfAdz2KOvZzyUTB","https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB","australian indie,australian pop"
"2316","Snakehips",321872,70,"spotify:artist:2FwJwEswyIUAljqgjNSHgP","https://api.spotify.com/v1/artists/2FwJwEswyIUAljqgjNSHgP","edm,electropop,pop,tropical house"
"2317","Tinashe",1788517,75,"spotify:artist:0NIIxcxNHmOoyBx03SfTCD","https://api.spotify.com/v1/artists/0NIIxcxNHmOoyBx03SfTCD","alternative r&b,dance pop,electropop,metropopolis,pop,pop r&b,pop rap,post-teen pop,r&b,urban contemporary"
"2318","Chance the Rapper",5021049,87,"spotify:artist:1anyVhU62p31KFi8MEzkbf","https://api.spotify.com/v1/artists/1anyVhU62p31KFi8MEzkbf","chicago rap,conscious hip hop,hip hop,pop rap,rap"
"2319","Kendrick Lamar",15643686,90,"spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg","conscious hip hop,hip hop,rap,west coast rap"
"2320","Florence + The Machine",5317390,78,"spotify:artist:1moxjboGR7GNWYIMWsRjgG","https://api.spotify.com/v1/artists/1moxjboGR7GNWYIMWsRjgG","art pop,baroque pop,pop,uk alternative pop"
"2321","Illy",148257,61,"spotify:artist:6NFyaN9PMCDZ3LKxGwHAXt","https://api.spotify.com/v1/artists/6NFyaN9PMCDZ3LKxGwHAXt","australian hip hop,australian indie,australian pop,australian trap"
"2322","Florence + The Machine",5317390,78,"spotify:artist:1moxjboGR7GNWYIMWsRjgG","https://api.spotify.com/v1/artists/1moxjboGR7GNWYIMWsRjgG","art pop,baroque pop,pop,uk alternative pop"
"2323","Claptone",323026,68,"spotify:artist:4mncDFjVLUa3s025Tct3Ry","https://api.spotify.com/v1/artists/4mncDFjVLUa3s025Tct3Ry","deep disco house,german house,german techno,house,progressive house,tropical house"
"2324","Peter Bjorn and John",291909,63,"spotify:artist:6u11Qbko2N2hP4lTBYjX86","https://api.spotify.com/v1/artists/6u11Qbko2N2hP4lTBYjX86","alternative dance,baroque pop,dance-punk,indie pop,indie rock,modern rock,new rave,swedish alternative rock,swedish indie pop"
"2325","Halsey",12410768,91,"spotify:artist:26VFTg2z8YR0cCuwLzESi2","https://api.spotify.com/v1/artists/26VFTg2z8YR0cCuwLzESi2","dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop"
"2326","Courtney Barnett",433269,60,"spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y","https://api.spotify.com/v1/artists/4OOlG5eBXSkSAAEeKjJb5Y","art pop,australian indie,indie pop,indie rock,melbourne indie"
"2327","Hayden James",188255,67,"spotify:artist:4csQIMQm6vI2A2SCVDuM2z","https://api.spotify.com/v1/artists/4csQIMQm6vI2A2SCVDuM2z","aussietronica,edm,gauze pop,house,indie soul,tropical house"
"2328","Bring Me The Horizon",3200720,80,"spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF","https://api.spotify.com/v1/artists/1Ffb6ejR6Fe5IamqA5oRUF","melodic metalcore,metalcore,uk metalcore"
"2329","The Chemical Brothers",1460789,67,"spotify:artist:1GhPHrq36VKCY3ucVaZCfo","https://api.spotify.com/v1/artists/1GhPHrq36VKCY3ucVaZCfo","alternative dance,big beat,breakbeat,electronica,new rave,rave"
"2330","Asta",11356,44,"spotify:artist:3cmUhYaAl8ZVz3coS1T3VC","https://api.spotify.com/v1/artists/3cmUhYaAl8ZVz3coS1T3VC","australian indie"
"2331","Allday",88394,60,"spotify:artist:2Ltr0s15RyvsjqWzSmiSRs","https://api.spotify.com/v1/artists/2Ltr0s15RyvsjqWzSmiSRs","australian hip hop,australian pop,australian trap"
"2332","Parkway Drive",764242,67,"spotify:artist:159qqlGwzE04xyqpfAwRLo","https://api.spotify.com/v1/artists/159qqlGwzE04xyqpfAwRLo","alternative metal,australian metalcore,melodic metalcore,metalcore,nu metal"
"2333","San Cisco",222212,60,"spotify:artist:0Ou0138wEd8XWebhc4j7O0","https://api.spotify.com/v1/artists/0Ou0138wEd8XWebhc4j7O0","australian hip hop,australian indie,australian pop,fremantle indie,indie pop,metropopolis,perth indie"
"2334","Boo Seeka",59701,51,"spotify:artist:1SFz3S9eSUTc49ysstadiO","https://api.spotify.com/v1/artists/1SFz3S9eSUTc49ysstadiO","aussietronica,australian hip hop,australian indie,australian pop"
"2335","CHVRCHES",1165854,72,"spotify:artist:3CjlHNtplJyTf9npxaPl5w","https://api.spotify.com/v1/artists/3CjlHNtplJyTf9npxaPl5w","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop"
"2336","Ratatat",518448,70,"spotify:artist:57dN52uHvrHOxijzpIgu3E","https://api.spotify.com/v1/artists/57dN52uHvrHOxijzpIgu3E","alternative dance,electronica,indietronica,new rave"
"2337","Matt Corby",436517,65,"spotify:artist:7CIW23FQUXPc1zebnO1TDG","https://api.spotify.com/v1/artists/7CIW23FQUXPc1zebnO1TDG","australian indie,australian pop"
"2338","ZHU x Skrillex x THEY.",122,25,"spotify:artist:2GVC9lDkEJJ6vGfvNM5lR9","https://api.spotify.com/v1/artists/2GVC9lDkEJJ6vGfvNM5lR9",NA
"2339","Unknown Mortal Orchestra",589840,68,"spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp","https://api.spotify.com/v1/artists/1LeVJ5GPeYDOVUjxx1y7Rp","chillwave,indie pop,indie rock,indie soul,kiwi rock,neo-psychedelic,new rave,portland hip hop,psychedelic pop"
"2340","Sia",17564168,89,"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","https://api.spotify.com/v1/artists/5WUlDfRSoLAfcVSX1WnrxN","australian dance,australian pop,dance pop,pop"
"2341","Alpine",68470,41,"spotify:artist:4tKUoNubW02udXOh7SLtXV","https://api.spotify.com/v1/artists/4tKUoNubW02udXOh7SLtXV","australian indie"
"2342","Parkway Drive",764242,67,"spotify:artist:159qqlGwzE04xyqpfAwRLo","https://api.spotify.com/v1/artists/159qqlGwzE04xyqpfAwRLo","alternative metal,australian metalcore,melodic metalcore,metalcore,nu metal"
"2343","Alison Wonderland",384513,63,"spotify:artist:11gWrKZMBsGQWmobv3oNfW","https://api.spotify.com/v1/artists/11gWrKZMBsGQWmobv3oNfW","aussietronica,edm,electra,electronic trap,escape room,indietronica"
"2344","MØ",1279000,75,"spotify:artist:0bdfiayQAKewqEvaU6rXCv","https://api.spotify.com/v1/artists/0bdfiayQAKewqEvaU6rXCv","dance pop,danish pop,electropop,indie pop,indie poptimism,pop"
"2345","Tame Impala",4230084,83,"spotify:artist:5INjqkS1o8h1imAzPqGZBb","https://api.spotify.com/v1/artists/5INjqkS1o8h1imAzPqGZBb","australian psych,neo-psychedelic"
"2346","Disclosure",1828659,82,"spotify:artist:6nS5roXSAGhTGr34W6n7Et","https://api.spotify.com/v1/artists/6nS5roXSAGhTGr34W6n7Et","house,pop,uk dance"
"2347","Sam Smith",14072592,90,"spotify:artist:2wY79sveU1sp5g7SokKOiI","https://api.spotify.com/v1/artists/2wY79sveU1sp5g7SokKOiI","pop,post-teen pop,uk pop"
"2348","Boy & Bear",215036,60,"spotify:artist:2NqgE99Ll5vOTvmbN7O2R6","https://api.spotify.com/v1/artists/2NqgE99Ll5vOTvmbN7O2R6","australian indie,australian indie folk,australian pop,indie folk"
"2349","A$AP Rocky",8020003,86,"spotify:artist:13ubrt8QOOCPljQ2FL1Kca","https://api.spotify.com/v1/artists/13ubrt8QOOCPljQ2FL1Kca","east coast hip hop,hip hop,pop rap,rap,southern hip hop,trap"
"2350","Alabama Shakes",1376309,66,"spotify:artist:16GcWuvvybAoaHr0NqT8Eh","https://api.spotify.com/v1/artists/16GcWuvvybAoaHr0NqT8Eh","alabama indie,indie rock,modern blues rock,rock"
"2351","Tkay Maidza",65464,59,"spotify:artist:1kMPdZQVdUhMDKDWOJM5iK","https://api.spotify.com/v1/artists/1kMPdZQVdUhMDKDWOJM5iK","australian hip hop,escape room"
"2352","The Wombats",816791,69,"spotify:artist:0Ya43ZKWHTKkAbkoJJkwIB","https://api.spotify.com/v1/artists/0Ya43ZKWHTKkAbkoJJkwIB","indie pop,liverpool indie,modern alternative rock,modern rock,rock"
"2353","Skepta",823438,78,"spotify:artist:2p1fiYHYiXz9qi0JJyxBzN","https://api.spotify.com/v1/artists/2p1fiYHYiXz9qi0JJyxBzN","birmingham grime,grime,instrumental grime,rap"
"2354","Japanese Wallpaper",24630,53,"spotify:artist:2xUsnfrcs3h2FzdRQvGmGM","https://api.spotify.com/v1/artists/2xUsnfrcs3h2FzdRQvGmGM","australian indie,australian pop,indie dream pop,vapor soul"
"2355","Airling",17867,35,"spotify:artist:3lLU3ZhM8s8PlYv9Z0VlAw","https://api.spotify.com/v1/artists/3lLU3ZhM8s8PlYv9Z0VlAw","australian pop"
"2356","Florence + The Machine",5317390,78,"spotify:artist:1moxjboGR7GNWYIMWsRjgG","https://api.spotify.com/v1/artists/1moxjboGR7GNWYIMWsRjgG","art pop,baroque pop,pop,uk alternative pop"
"2357","Grimes",1194433,73,"spotify:artist:053q0ukIDRgzwTr4vNSwab","https://api.spotify.com/v1/artists/053q0ukIDRgzwTr4vNSwab","art pop,canadian electropop,chillwave,dance pop,electropop,escape room,grave wave,indie pop,indietronica,metropopolis"
"2358","Birds Of Tokyo",173598,59,"spotify:artist:25ou7Y6W7L1fcMoCZMbf86","https://api.spotify.com/v1/artists/25ou7Y6W7L1fcMoCZMbf86","australian alternative rock,australian hip hop,australian indie,australian pop,australian rock,perth indie"
"2359","Ngaiire",14521,44,"spotify:artist:0EMVeXueWGhcbbOvevDZPY","https://api.spotify.com/v1/artists/0EMVeXueWGhcbbOvevDZPY","australian electropop,australian pop"
"2360","Major Lazer",6078466,83,"spotify:artist:738wLrAtLtCtFOLvQBXOXp","https://api.spotify.com/v1/artists/738wLrAtLtCtFOLvQBXOXp","dance pop,edm,electro house,moombahton,pop,pop rap"
"2361","Ellie Goulding",8523299,84,"spotify:artist:0X2BH1fck6amBIoJhDVmmJ","https://api.spotify.com/v1/artists/0X2BH1fck6amBIoJhDVmmJ","dance pop,indietronica,metropopolis,pop,post-teen pop,tropical house,uk pop"
"2362","Tarrus Riley",181071,63,"spotify:artist:4frHO7KPcfMjhnVdIMJ98c","https://api.spotify.com/v1/artists/4frHO7KPcfMjhnVdIMJ98c","dancehall,jawaiian,lovers rock,modern reggae,reggae,roots reggae"
"2363","Courtney Barnett",433269,60,"spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y","https://api.spotify.com/v1/artists/4OOlG5eBXSkSAAEeKjJb5Y","art pop,australian indie,indie pop,indie rock,melbourne indie"
"2364","British India",65756,45,"spotify:artist:7FbzGvWpjaY6o3AkdWoZVO","https://api.spotify.com/v1/artists/7FbzGvWpjaY6o3AkdWoZVO","australian alternative rock,australian indie,garage rock revival"
"2365","DMA'S",180295,64,"spotify:artist:1iUTUix5kea176M0uJTsh4","https://api.spotify.com/v1/artists/1iUTUix5kea176M0uJTsh4","australian hip hop,australian indie,modern rock"
"2366","Jack Garratt",338498,58,"spotify:artist:1Zp054Jc86WVKCxKEqZGOA","https://api.spotify.com/v1/artists/1Zp054Jc86WVKCxKEqZGOA","indie anthem-folk"
"2367","The Cat Empire",278809,59,"spotify:artist:023YMawCG3OvACmRjWxLWC","https://api.spotify.com/v1/artists/023YMawCG3OvACmRjWxLWC","australian reggae fusion,australian ska,ska jazz"
"2368","A$AP Rocky",8020003,86,"spotify:artist:13ubrt8QOOCPljQ2FL1Kca","https://api.spotify.com/v1/artists/13ubrt8QOOCPljQ2FL1Kca","east coast hip hop,hip hop,pop rap,rap,southern hip hop,trap"
"2369","Rod Stewart",2371229,77,"spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT","https://api.spotify.com/v1/artists/2y8Jo9CKhJvtfeKOsYzRdT","adult standards,classic rock,mellow gold,soft rock"
"2370","Miguel",3033694,81,"spotify:artist:360IAlyVv4PCEVjgyMZrxK","https://api.spotify.com/v1/artists/360IAlyVv4PCEVjgyMZrxK","dance pop,pop,pop rap,r&b,urban contemporary"
"2371","Mark Ronson",849349,79,"spotify:artist:3hv9jJF3adDNsBSIQDqcjp","https://api.spotify.com/v1/artists/3hv9jJF3adDNsBSIQDqcjp","dance pop,pop"
"2372","Courtney Barnett",433269,60,"spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y","https://api.spotify.com/v1/artists/4OOlG5eBXSkSAAEeKjJb5Y","art pop,australian indie,indie pop,indie rock,melbourne indie"
"2373","Flight Facilities",356846,63,"spotify:artist:1lc8mnyGrCLtPhCoWjRxjM","https://api.spotify.com/v1/artists/1lc8mnyGrCLtPhCoWjRxjM","alternative dance,aussietronica,australian dance,australian indie,indie soul,nu disco"
"2374","Flight Facilities",356846,63,"spotify:artist:1lc8mnyGrCLtPhCoWjRxjM","https://api.spotify.com/v1/artists/1lc8mnyGrCLtPhCoWjRxjM","alternative dance,aussietronica,australian dance,australian indie,indie soul,nu disco"
"2375","Owl Eyes",20665,45,"spotify:artist:3it7AeHVfXdby9tbwEwE3f","https://api.spotify.com/v1/artists/3it7AeHVfXdby9tbwEwE3f","australian alternative pop,australian indie,shimmer pop"
"2376","Bring Me The Horizon",3200720,80,"spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF","https://api.spotify.com/v1/artists/1Ffb6ejR6Fe5IamqA5oRUF","melodic metalcore,metalcore,uk metalcore"
"2377","Purity Ring",517304,61,"spotify:artist:1TtJ8j22Roc24e2Jx3OcU4","https://api.spotify.com/v1/artists/1TtJ8j22Roc24e2Jx3OcU4","art pop,canadian electropop,chillwave,edmonton indie,electropop,grave wave,indietronica,metropopolis,shimmer pop,vapor soul"
"2378","The Bennies",18671,37,"spotify:artist:6Yj5HCixlAZjVkQStkHZZh","https://api.spotify.com/v1/artists/6Yj5HCixlAZjVkQStkHZZh","australian garage punk,australian reggae fusion,australian ska"
"2379","Lana Del Rey",11320021,87,"spotify:artist:00FQb4jTyendYWaN8pK0wa","https://api.spotify.com/v1/artists/00FQb4jTyendYWaN8pK0wa","art pop,pop"
"2380","What So Not",267060,63,"spotify:artist:4AA8eXtzqh5ykxtafLaPOi","https://api.spotify.com/v1/artists/4AA8eXtzqh5ykxtafLaPOi","aussietronica,edm,electro house,electronic trap,escape room,future bass,vapor soul,vapor twitch"
"2381","The Wombats",816791,69,"spotify:artist:0Ya43ZKWHTKkAbkoJJkwIB","https://api.spotify.com/v1/artists/0Ya43ZKWHTKkAbkoJJkwIB","indie pop,liverpool indie,modern alternative rock,modern rock,rock"
"2382","Golden Features",88947,66,"spotify:artist:2SrWifjYv7b5tR8EzEmn1x","https://api.spotify.com/v1/artists/2SrWifjYv7b5tR8EzEmn1x",NA
"2383","Thelma Plum",67461,59,"spotify:artist:0C6qzW0Am8OVyHSoT57fnC","https://api.spotify.com/v1/artists/0C6qzW0Am8OVyHSoT57fnC","australian hip hop,australian indie,australian indigenous,australian pop"
"2384","Jai Wolf",217461,64,"spotify:artist:24V5UY0nChKpnb1TBPJhCw","https://api.spotify.com/v1/artists/24V5UY0nChKpnb1TBPJhCw","edm,electropop,future bass,indie poptimism,pop edm,tropical house,vapor soul,vapor twitch"
"2385","Halsey",12410768,91,"spotify:artist:26VFTg2z8YR0cCuwLzESi2","https://api.spotify.com/v1/artists/26VFTg2z8YR0cCuwLzESi2","dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop"
"2386","Courtney Barnett",433269,60,"spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y","https://api.spotify.com/v1/artists/4OOlG5eBXSkSAAEeKjJb5Y","art pop,australian indie,indie pop,indie rock,melbourne indie"
"2387","Rudimental",1211901,76,"spotify:artist:4WN5naL3ofxrVBgFpguzKo","https://api.spotify.com/v1/artists/4WN5naL3ofxrVBgFpguzKo","dance pop,edm,liquid funk,pop,tropical house,uk dance,uk funky"
"2388","Anne-Marie",6528785,83,"spotify:artist:1zNqDE7qDGCsyzJwohVaoX","https://api.spotify.com/v1/artists/1zNqDE7qDGCsyzJwohVaoX","dance pop,pop,post-teen pop,tropical house,uk pop"
"2389","Will Heard",28203,61,"spotify:artist:39AZSw4A8hCFWunEg2k89Z","https://api.spotify.com/v1/artists/39AZSw4A8hCFWunEg2k89Z","uk contemporary r&b"
"2390","Methyl Ethel",98277,53,"spotify:artist:3I3Fz1DeUY0icXFvOjbXm7","https://api.spotify.com/v1/artists/3I3Fz1DeUY0icXFvOjbXm7","australian garage punk,australian hip hop,australian indie,australian indie rock,australian pop"
"2391","Major Lazer",6078466,83,"spotify:artist:738wLrAtLtCtFOLvQBXOXp","https://api.spotify.com/v1/artists/738wLrAtLtCtFOLvQBXOXp","dance pop,edm,electro house,moombahton,pop,pop rap"
"2392","Wild Belle",127179,53,"spotify:artist:4wHZkzWXD9GPr4RQAYjUcv","https://api.spotify.com/v1/artists/4wHZkzWXD9GPr4RQAYjUcv","shimmer pop"
"2393","Bring Me The Horizon",3200720,80,"spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF","https://api.spotify.com/v1/artists/1Ffb6ejR6Fe5IamqA5oRUF","melodic metalcore,metalcore,uk metalcore"
"2394","Seth Sentry",91328,53,"spotify:artist:3N9qpKjXarCt5AIZRCeqr8","https://api.spotify.com/v1/artists/3N9qpKjXarCt5AIZRCeqr8","australian hip hop,australian indie,australian trap,australian underground hip hop"
"2395","Daddy Cool",82194,50,"spotify:artist:5ht2HGrvbN9eDWJarHsou6","https://api.spotify.com/v1/artists/5ht2HGrvbN9eDWJarHsou6","australian rock"
"2396","George Harrison",1644500,71,"spotify:artist:7FIoB5PHdrMZVC3q2HE5MS","https://api.spotify.com/v1/artists/7FIoB5PHdrMZVC3q2HE5MS","album rock,beatlesque,classic rock,folk rock,mellow gold,psychedelic rock,rock,roots rock,soft rock"
"2397","The Mixtures",510,22,"spotify:artist:3uPSzsWGSzQZfihkPkAvfN","https://api.spotify.com/v1/artists/3uPSzsWGSzQZfihkPkAvfN",NA
