"","name","followers","popularity","uri","link","genres"
"4575","PSY",1116963,63,"spotify:artist:2dd5mrQZvg6SmahdgVKDzh","https://api.spotify.com/v1/artists/2dd5mrQZvg6SmahdgVKDzh","k-pop,k-rap"
"4576","Guy Sebastian",330076,69,"spotify:artist:5PjekOABtfU2Kwo0AHVmci","https://api.spotify.com/v1/artists/5PjekOABtfU2Kwo0AHVmci","australian pop,australian talent show"
"4577","Lupe Fiasco",1466177,71,"spotify:artist:01QTIT5P1pFP3QnnFSdsJf","https://api.spotify.com/v1/artists/01QTIT5P1pFP3QnnFSdsJf","chicago rap,conscious hip hop,hip hop,political hip hop,pop rap,rap,southern hip hop"
"4578","Flo Rida",7769256,82,"spotify:artist:0jnsk9HBra6NMjO2oANoPY","https://api.spotify.com/v1/artists/0jnsk9HBra6NMjO2oANoPY","dance pop,miami hip hop,pop,pop rap"
"4579","Flo Rida",7769256,82,"spotify:artist:0jnsk9HBra6NMjO2oANoPY","https://api.spotify.com/v1/artists/0jnsk9HBra6NMjO2oANoPY","dance pop,miami hip hop,pop,pop rap"
"4580","Sia",17564168,89,"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","https://api.spotify.com/v1/artists/5WUlDfRSoLAfcVSX1WnrxN","australian dance,australian pop,dance pop,pop"
"4581","Nicki Minaj",18959092,92,"spotify:artist:0hCNtLu0JehylgoiP8L4Gh","https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh","dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop"
"4582","Justice Crew",90465,51,"spotify:artist:07Q9n9pbwR6jQ8xH4SA46b","https://api.spotify.com/v1/artists/07Q9n9pbwR6jQ8xH4SA46b","australian pop,australian talent show,dance pop"
"4583","Birdy",3101004,76,"spotify:artist:2WX2uTcsvV5OnS0inACecP","https://api.spotify.com/v1/artists/2WX2uTcsvV5OnS0inACecP","pop,pop rock"
"4584","Macklemore & Ryan Lewis",2528549,81,"spotify:artist:5BcAKTbp20cv7tC5VqPFoC","https://api.spotify.com/v1/artists/5BcAKTbp20cv7tC5VqPFoC","dance pop,pop,pop rap,seattle hip hop"
"4585","Wanz",2069,67,"spotify:artist:56xTxG4nQMAs1GW9kvn0uA","https://api.spotify.com/v1/artists/56xTxG4nQMAs1GW9kvn0uA",NA
"4586","Swedish House Mafia",3144648,71,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs","https://api.spotify.com/v1/artists/1h6Cn3P4NGzXbaXidqURXs","big room,dance pop,edm,electro house,pop,progressive electro house"
"4587","John Martin",30975,73,"spotify:artist:2auikkNYqigWStoHWK1Grq","https://api.spotify.com/v1/artists/2auikkNYqigWStoHWK1Grq","pop edm"
"4588","Maroon 5",27337001,90,"spotify:artist:04gDigrS5kc9YWfZHwBETP","https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP","pop,pop rock"
"4589","Wiz Khalifa",9412211,88,"spotify:artist:137W8MRPWKqSmrBGDBFSop","https://api.spotify.com/v1/artists/137W8MRPWKqSmrBGDBFSop","hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap"
"4590","fun.",3410207,73,"spotify:artist:5nCi3BB41mBaMH9gfr6Su0","https://api.spotify.com/v1/artists/5nCi3BB41mBaMH9gfr6Su0","baroque pop,metropopolis,modern rock,pop,pop rock"
"4591","Janelle Monáe",979276,72,"spotify:artist:6ueGR6SWhUJfvEhqkvMsVs","https://api.spotify.com/v1/artists/6ueGR6SWhUJfvEhqkvMsVs","afrofuturism,alternative r&b,art pop,atl hip hop,dance pop,electropop,escape room,neo soul,pop,r&b"
"4592","Matt Corby",436517,65,"spotify:artist:7CIW23FQUXPc1zebnO1TDG","https://api.spotify.com/v1/artists/7CIW23FQUXPc1zebnO1TDG","australian indie,australian pop"
"4593","Ed Sheeran",70923744,93,"spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V","pop,uk pop"
"4594","fun.",3410207,73,"spotify:artist:5nCi3BB41mBaMH9gfr6Su0","https://api.spotify.com/v1/artists/5nCi3BB41mBaMH9gfr6Su0","baroque pop,metropopolis,modern rock,pop,pop rock"
"4595","Owl City",1981946,74,"spotify:artist:07QEuhtrNmmZ0zEcqE9SF6","https://api.spotify.com/v1/artists/07QEuhtrNmmZ0zEcqE9SF6","indietronica,modern rock,pop,pop rock,post-teen pop"
"4596","Carly Rae Jepsen",4294674,76,"spotify:artist:6sFIWsNpZYqfjUpaCgueju","https://api.spotify.com/v1/artists/6sFIWsNpZYqfjUpaCgueju","canadian pop,dance pop,electropop,indie poptimism,pop,post-teen pop"
"4597","One Direction",18135452,91,"spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq","boy band,pop,post-teen pop,talent show"
"4598","Maroon 5",27337001,90,"spotify:artist:04gDigrS5kc9YWfZHwBETP","https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP","pop,pop rock"
"4599","Taylor Swift",33003451,96,"spotify:artist:06HL4z0CvFAxyc27GXpf02","https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02","dance pop,pop,post-teen pop"
"4600","The Script",6173898,79,"spotify:artist:3AQRLZ9PuTAozP28Skbq8V","https://api.spotify.com/v1/artists/3AQRLZ9PuTAozP28Skbq8V","celtic rock,dance pop,neo mellow,pop,pop rock,post-teen pop,viral pop"
"4601","will.i.am",3138194,77,"spotify:artist:085pc2PYOi8bGKj0PNjekA","https://api.spotify.com/v1/artists/085pc2PYOi8bGKj0PNjekA","dance pop,pop,pop rap,post-teen pop"
"4602","Skrillex",7608733,81,"spotify:artist:5he5w2lnU9x7JFhnwcekXX","https://api.spotify.com/v1/artists/5he5w2lnU9x7JFhnwcekXX","brostep,complextro,edm,electro"
"4603","Sirah",15780,62,"spotify:artist:3oAazIwC0nAYkOKVQPUC38","https://api.spotify.com/v1/artists/3oAazIwC0nAYkOKVQPUC38",NA
"4604","One Direction",18135452,91,"spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq","boy band,pop,post-teen pop,talent show"
"4605","360",147512,56,"spotify:artist:3vn7rk7VNMfDhuZNB9sDYP","https://api.spotify.com/v1/artists/3vn7rk7VNMfDhuZNB9sDYP","australian hip hop,australian pop,australian underground hip hop"
"4606","Gossling",11932,47,"spotify:artist:0NnyKz36MvIC2R3dFht35A","https://api.spotify.com/v1/artists/0NnyKz36MvIC2R3dFht35A","australian pop"
"4607","Coldplay",27427378,89,"spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU","permanent wave,pop"
"4608","Labrinth",1328719,85,"spotify:artist:2feDdbD5araYcm6JhFHHw7","https://api.spotify.com/v1/artists/2feDdbD5araYcm6JhFHHw7","pop"
"4609","Tinie Tempah",732122,71,"spotify:artist:0Tob4H0FLtEONHU1MjpUEp","https://api.spotify.com/v1/artists/0Tob4H0FLtEONHU1MjpUEp","dance pop,grime,house,pop,pop rap,tropical house"
"4610","Sam And The Womp",64893,43,"spotify:artist:3tgiOZXeC1DIimfprvfL64","https://api.spotify.com/v1/artists/3tgiOZXeC1DIimfprvfL64",NA
"4611","Taylor Swift",33003451,96,"spotify:artist:06HL4z0CvFAxyc27GXpf02","https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02","dance pop,pop,post-teen pop"
"4612","Bruno Mars",27072330,89,"spotify:artist:0du5cEVh5yTK9QJze8zA0C","https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C","dance pop,pop"
"4613","Flo Rida",7769256,82,"spotify:artist:0jnsk9HBra6NMjO2oANoPY","https://api.spotify.com/v1/artists/0jnsk9HBra6NMjO2oANoPY","dance pop,miami hip hop,pop,pop rap"
"4614","Florence + The Machine",5317390,78,"spotify:artist:1moxjboGR7GNWYIMWsRjgG","https://api.spotify.com/v1/artists/1moxjboGR7GNWYIMWsRjgG","art pop,baroque pop,pop,uk alternative pop"
"4615","Rudimental",1211901,76,"spotify:artist:4WN5naL3ofxrVBgFpguzKo","https://api.spotify.com/v1/artists/4WN5naL3ofxrVBgFpguzKo","dance pop,edm,liquid funk,pop,tropical house,uk dance,uk funky"
"4616","John Newman",617621,72,"spotify:artist:34v5MVKeQnIo0CWYMbbrPf","https://api.spotify.com/v1/artists/34v5MVKeQnIo0CWYMbbrPf","pop"
"4617","Rihanna",39462695,91,"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H","barbadian pop,dance pop,pop,post-teen pop,r&b,urban contemporary"
"4618","Gym Class Heroes",1134994,71,"spotify:artist:4IJczjB0fJ04gs4uvP0Fli","https://api.spotify.com/v1/artists/4IJczjB0fJ04gs4uvP0Fli","dance pop,pop,pop punk,pop rap"
"4619","Neon Hitch",112892,54,"spotify:artist:2TnJ7VOpGzjtKUn0ObpEYe","https://api.spotify.com/v1/artists/2TnJ7VOpGzjtKUn0ObpEYe","electropop"
"4620","Timomatic",26355,43,"spotify:artist:3jEg5HvT2cuJQDjwjZxTb0","https://api.spotify.com/v1/artists/3jEg5HvT2cuJQDjwjZxTb0","australian pop,australian talent show"
"4621","Katy Perry",16447906,88,"spotify:artist:6jJ0s89eD6GaHleKKya26X","https://api.spotify.com/v1/artists/6jJ0s89eD6GaHleKKya26X","dance pop,pop,post-teen pop"
"4622","Qwote",5334,40,"spotify:artist:4vD6SOCmjO6xkPIzjRrQhK","https://api.spotify.com/v1/artists/4vD6SOCmjO6xkPIzjRrQhK",NA
"4623","Pitbull",7965619,86,"spotify:artist:0TnOYISbd1XYRBk9myaseg","https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg","dance pop,latin,miami hip hop,pop,pop rap"
"4624","Lucenzo",102131,71,"spotify:artist:5bv5RplEOwdCvhq0EILh9E","https://api.spotify.com/v1/artists/5bv5RplEOwdCvhq0EILh9E","francoton,reggaeton"
"4625","LMFAO",3540954,71,"spotify:artist:3sgFRtyBnxXD5ESfmbK4dl","https://api.spotify.com/v1/artists/3sgFRtyBnxXD5ESfmbK4dl","dance pop,edm,pop,pop rap"
"4626","Of Monsters and Men",3009597,74,"spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz","https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz","folk-pop,indie pop,metropopolis,modern rock,pop rock,stomp and holler"
"4627","Pitbull",7965619,86,"spotify:artist:0TnOYISbd1XYRBk9myaseg","https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg","dance pop,latin,miami hip hop,pop,pop rap"
"4628","Gotye",2214163,71,"spotify:artist:2AsusXITU8P25dlRNhcAbG","https://api.spotify.com/v1/artists/2AsusXITU8P25dlRNhcAbG","australian pop"
"4629","Kimbra",345815,71,"spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti","https://api.spotify.com/v1/artists/6hk7Yq1DU9QcCCrz9uc0Ti","bergen indie,electropop,nz pop"
"4630","James Morrison",1272061,69,"spotify:artist:3LpLGlgRS1IKPPwElnpW35","https://api.spotify.com/v1/artists/3LpLGlgRS1IKPPwElnpW35","neo mellow,neo soul,pop,pop rock"
"4631","The Black Keys",3312319,75,"spotify:artist:7mnBLXK823vNxN3UWB7Gfz","https://api.spotify.com/v1/artists/7mnBLXK823vNxN3UWB7Gfz","alternative rock,blues rock,garage rock,modern alternative rock,modern blues rock,modern rock,punk blues,rock"
"4632","Kesha",5862187,81,"spotify:artist:6LqNN22kT3074XbTVUrhzX","https://api.spotify.com/v1/artists/6LqNN22kT3074XbTVUrhzX","dance pop,electropop,pop,post-teen pop"
"4633","David Guetta",21587757,88,"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai","dance pop,edm,pop,tropical house"
"4634","Nicki Minaj",18959092,92,"spotify:artist:0hCNtLu0JehylgoiP8L4Gh","https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh","dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop"
"4635","Katy Perry",16447906,88,"spotify:artist:6jJ0s89eD6GaHleKKya26X","https://api.spotify.com/v1/artists/6jJ0s89eD6GaHleKKya26X","dance pop,pop,post-teen pop"
"4636","Chris Brown",12397113,92,"spotify:artist:7bXgB6jMjp9ATFy66eO08Z","https://api.spotify.com/v1/artists/7bXgB6jMjp9ATFy66eO08Z","dance pop,pop,pop rap,r&b,rap"
"4637","will.i.am",3138194,77,"spotify:artist:085pc2PYOi8bGKj0PNjekA","https://api.spotify.com/v1/artists/085pc2PYOi8bGKj0PNjekA","dance pop,pop,pop rap,post-teen pop"
"4638","Britney Spears",7894578,83,"spotify:artist:26dSoYclwsYLMAKD3tpOr4","https://api.spotify.com/v1/artists/26dSoYclwsYLMAKD3tpOr4","dance pop,pop,pop rap,post-teen pop"
"4639","P!nk",9493906,84,"spotify:artist:1KCSPY1glIKqW2TotWuXOR","https://api.spotify.com/v1/artists/1KCSPY1glIKqW2TotWuXOR","dance pop,pop,post-teen pop"
"4640","Delta Goodrem",167398,58,"spotify:artist:2g6fa86fL6oLcoDqanBbuR","https://api.spotify.com/v1/artists/2g6fa86fL6oLcoDqanBbuR","australian pop,australian talent show,dance pop,europop"
"4641","Laurent Wery",17539,37,"spotify:artist:0vJoEI5D8lDubfb9wwNjm4","https://api.spotify.com/v1/artists/0vJoEI5D8lDubfb9wwNjm4",NA
"4642","Swift K.I.D.",122,35,"spotify:artist:72hljM9w7Zg3pE4SVC6tbl","https://api.spotify.com/v1/artists/72hljM9w7Zg3pE4SVC6tbl",NA
"4643","Dev",473,47,"spotify:artist:4Ib0TB8ykTnPPGrJTlVmYF","https://api.spotify.com/v1/artists/4Ib0TB8ykTnPPGrJTlVmYF",NA
"4644","P!nk",9493906,84,"spotify:artist:1KCSPY1glIKqW2TotWuXOR","https://api.spotify.com/v1/artists/1KCSPY1glIKqW2TotWuXOR","dance pop,pop,post-teen pop"
"4645","Florence + The Machine",5317390,78,"spotify:artist:1moxjboGR7GNWYIMWsRjgG","https://api.spotify.com/v1/artists/1moxjboGR7GNWYIMWsRjgG","art pop,baroque pop,pop,uk alternative pop"
"4646","Calvin Harris",20730525,89,"spotify:artist:7CajNmpbOovFoOoasH2HaY","https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY","dance pop,edm,electro house,house,pop,progressive house,uk dance"
"4647","Rihanna",39462695,91,"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H","barbadian pop,dance pop,pop,post-teen pop,r&b,urban contemporary"
"4648","Foster The People",3008018,78,"spotify:artist:7gP3bB2nilZXLfPHJhMdvc","https://api.spotify.com/v1/artists/7gP3bB2nilZXLfPHJhMdvc","indie pop,indietronica,modern alternative rock,modern rock,pop,rock"
"4649","Calvin Harris",20730525,89,"spotify:artist:7CajNmpbOovFoOoasH2HaY","https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY","dance pop,edm,electro house,house,pop,progressive house,uk dance"
"4650","Florence Welch",20426,61,"spotify:artist:0IROOdQ2fQUcoaEPqt1Isg","https://api.spotify.com/v1/artists/0IROOdQ2fQUcoaEPqt1Isg","uk pop"
"4651","Train",3446063,78,"spotify:artist:3FUY2gzHeIiaesXtOAdB7A","https://api.spotify.com/v1/artists/3FUY2gzHeIiaesXtOAdB7A","dance pop,neo mellow,pop,pop rock"
"4652","T-Pain",2902656,82,"spotify:artist:3aQeKQSyrW4qWr35idm0cy","https://api.spotify.com/v1/artists/3aQeKQSyrW4qWr35idm0cy","dance pop,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary"
"4653","Ne-Yo",5567151,82,"spotify:artist:21E3waRsmPlU7jZsS13rcj","https://api.spotify.com/v1/artists/21E3waRsmPlU7jZsS13rcj","dance pop,pop,pop rap,r&b,urban contemporary"
"4654","David Guetta",21587757,88,"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai","dance pop,edm,pop,tropical house"
"4655","Sia",17564168,89,"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","https://api.spotify.com/v1/artists/5WUlDfRSoLAfcVSX1WnrxN","australian dance,australian pop,dance pop,pop"
"4656","Simple Plan",2637182,73,"spotify:artist:2p4FqHnazRucYQHyDCdBrJ","https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ","canadian pop punk,canadian punk,canadian rock,pop punk"
"4657","Sean Paul",3177641,83,"spotify:artist:3Isy6kedDrgPYoTS1dazA9","https://api.spotify.com/v1/artists/3Isy6kedDrgPYoTS1dazA9","dance pop,dancehall,pop,pop rap"
"4658","Snoop Dogg",6245338,86,"spotify:artist:7hJcb9fa4alzcOq3EaNPoG","https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG","g funk,gangster rap,hip hop,rap,west coast rap"
"4659","Wiz Khalifa",9412211,88,"spotify:artist:137W8MRPWKqSmrBGDBFSop","https://api.spotify.com/v1/artists/137W8MRPWKqSmrBGDBFSop","hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap"
"4660","Bruno Mars",27072330,89,"spotify:artist:0du5cEVh5yTK9QJze8zA0C","https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C","dance pop,pop"
"4661","Hilltop Hoods",600856,70,"spotify:artist:7dlqUnjoF2U2DkNDMhcgG4","https://api.spotify.com/v1/artists/7dlqUnjoF2U2DkNDMhcgG4","australian hip hop,australian pop"
"4662","Sia",17564168,89,"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","https://api.spotify.com/v1/artists/5WUlDfRSoLAfcVSX1WnrxN","australian dance,australian pop,dance pop,pop"
"4663","Justin Bieber",38595075,95,"spotify:artist:1uNFoZAHBGtllmzznpCI3s","https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s","canadian pop,dance pop,pop,post-teen pop"
"4664","Icona Pop",652862,72,"spotify:artist:1VBflYyxBhnDc9uVib98rw","https://api.spotify.com/v1/artists/1VBflYyxBhnDc9uVib98rw","candy pop,dance pop,electropop,metropopolis,pop,swedish electropop,swedish synthpop"
"4665","Charli XCX",2131405,77,"spotify:artist:25uiPmTg16RbhZWAqwLBy5","https://api.spotify.com/v1/artists/25uiPmTg16RbhZWAqwLBy5","art pop,candy pop,dance pop,electropop,escape room,metropopolis,pop,post-teen pop,uk pop"
"4666","Jason Derulo",8317718,91,"spotify:artist:07YZf4WDAMNwqr4jfgOZ8y","https://api.spotify.com/v1/artists/07YZf4WDAMNwqr4jfgOZ8y","dance pop,pop,pop rap,post-teen pop"
"4667","Far East Movement",981082,70,"spotify:artist:698hF4vcwHwPy8ltmXermq","https://api.spotify.com/v1/artists/698hF4vcwHwPy8ltmXermq","asian american hip hop,dance pop,edm,pop,pop rap"
"4668","Cover Drive",83952,51,"spotify:artist:4jbcqKzc4Wuy6MivHhzPrP","https://api.spotify.com/v1/artists/4jbcqKzc4Wuy6MivHhzPrP","barbadian pop,post-teen pop"
"4669","Drake",50161321,100,"spotify:artist:3TVXtAsR1Inumwj472S9r4","https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4","canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap"
"4670","Rihanna",39462695,91,"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H","barbadian pop,dance pop,pop,post-teen pop,r&b,urban contemporary"
"4671","Christina Perri",2711282,76,"spotify:artist:7H55rcKCfwqkyDFH9wpKM6","https://api.spotify.com/v1/artists/7H55rcKCfwqkyDFH9wpKM6","dance pop,neo mellow,pop,pop rock,post-teen pop,viral pop"
"4672","Justin Bieber",38595075,95,"spotify:artist:1uNFoZAHBGtllmzznpCI3s","https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s","canadian pop,dance pop,pop,post-teen pop"
"4673","Nicki Minaj",18959092,92,"spotify:artist:0hCNtLu0JehylgoiP8L4Gh","https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh","dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop"
"4674","Alicia Keys",7984306,84,"spotify:artist:3DiDSECUqqY1AuBP8qtaIa","https://api.spotify.com/v1/artists/3DiDSECUqqY1AuBP8qtaIa","hip pop,neo soul,pop,r&b,urban contemporary"
"4675","Nicki Minaj",18959092,92,"spotify:artist:0hCNtLu0JehylgoiP8L4Gh","https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh","dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop"
"4676","Chris Brown",12397113,92,"spotify:artist:7bXgB6jMjp9ATFy66eO08Z","https://api.spotify.com/v1/artists/7bXgB6jMjp9ATFy66eO08Z","dance pop,pop,pop rap,r&b,rap"
"4677","Calvin Harris",20730525,89,"spotify:artist:7CajNmpbOovFoOoasH2HaY","https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY","dance pop,edm,electro house,house,pop,progressive house,uk dance"
"4678","Example",261067,65,"spotify:artist:6Vh6UDWfu9PUSXSzAaB3CW","https://api.spotify.com/v1/artists/6Vh6UDWfu9PUSXSzAaB3CW","dance pop,grime,hip house,house,tropical house,uk dance"
"4679","Ne-Yo",5567151,82,"spotify:artist:21E3waRsmPlU7jZsS13rcj","https://api.spotify.com/v1/artists/21E3waRsmPlU7jZsS13rcj","dance pop,pop,pop rap,r&b,urban contemporary"
"4680","Gym Class Heroes",1134994,71,"spotify:artist:4IJczjB0fJ04gs4uvP0Fli","https://api.spotify.com/v1/artists/4IJczjB0fJ04gs4uvP0Fli","dance pop,pop,pop punk,pop rap"
"4681","Samantha Jade",63261,50,"spotify:artist:5i84V8Zk7YqCN6xxb7SWgw","https://api.spotify.com/v1/artists/5i84V8Zk7YqCN6xxb7SWgw","australian pop,australian talent show"
"4682","Flo Rida",7769256,82,"spotify:artist:0jnsk9HBra6NMjO2oANoPY","https://api.spotify.com/v1/artists/0jnsk9HBra6NMjO2oANoPY","dance pop,miami hip hop,pop,pop rap"
"4683","Avicii",18311743,86,"spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","https://api.spotify.com/v1/artists/1vCWHaC5f2uS3yhpwWbIA6","big room,dance pop,edm,pop"
"4684","One Direction",18135452,91,"spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq","boy band,pop,post-teen pop,talent show"
"4685","Justin Bieber",38595075,95,"spotify:artist:1uNFoZAHBGtllmzznpCI3s","https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s","canadian pop,dance pop,pop,post-teen pop"
"4686","Big Sean",7780527,87,"spotify:artist:0c173mlxpT3dSFRgMO8XPh","https://api.spotify.com/v1/artists/0c173mlxpT3dSFRgMO8XPh","detroit hip hop,hip hop,pop rap,rap,southern hip hop,trap"
"4687","Guy Sebastian",330076,69,"spotify:artist:5PjekOABtfU2Kwo0AHVmci","https://api.spotify.com/v1/artists/5PjekOABtfU2Kwo0AHVmci","australian pop,australian talent show"
"4688","will.i.am",3138194,77,"spotify:artist:085pc2PYOi8bGKj0PNjekA","https://api.spotify.com/v1/artists/085pc2PYOi8bGKj0PNjekA","dance pop,pop,pop rap,post-teen pop"
"4689","Eva Simons",75002,59,"spotify:artist:2d6W4cnC5XsVOaxtgaj9hA","https://api.spotify.com/v1/artists/2d6W4cnC5XsVOaxtgaj9hA","dutch pop,electropop"
"4690","Chiddy Bang",375955,57,"spotify:artist:40giwFcTQtv9ezxW8yqxJU","https://api.spotify.com/v1/artists/40giwFcTQtv9ezxW8yqxJU","indie pop rap,philly rap,pop rap"
"4691","Icona Pop",652862,72,"spotify:artist:1VBflYyxBhnDc9uVib98rw","https://api.spotify.com/v1/artists/1VBflYyxBhnDc9uVib98rw","candy pop,dance pop,electropop,metropopolis,pop,swedish electropop,swedish synthpop"
"4692","Little Mix",8042210,84,"spotify:artist:3e7awlrlDSwF3iM0WBjGMp","https://api.spotify.com/v1/artists/3e7awlrlDSwF3iM0WBjGMp","dance pop,girl group,pop,post-teen pop,talent show,uk pop"
"4693","Timomatic",26355,43,"spotify:artist:3jEg5HvT2cuJQDjwjZxTb0","https://api.spotify.com/v1/artists/3jEg5HvT2cuJQDjwjZxTb0","australian pop,australian talent show"
"4694","Rita Ora",6091872,79,"spotify:artist:5CCwRZC6euC8Odo6y9X8jr","https://api.spotify.com/v1/artists/5CCwRZC6euC8Odo6y9X8jr","dance pop,edm,pop,post-teen pop,tropical house,uk pop"
"4695","LMFAO",3540954,71,"spotify:artist:3sgFRtyBnxXD5ESfmbK4dl","https://api.spotify.com/v1/artists/3sgFRtyBnxXD5ESfmbK4dl","dance pop,edm,pop,pop rap"
"4696","Lauren Bennett",3369,64,"spotify:artist:2jLE4BoXHriQ96JagEtiDP","https://api.spotify.com/v1/artists/2jLE4BoXHriQ96JagEtiDP","deep dance pop"
"4697","GoonRock",2446,66,"spotify:artist:53sIBaVjXQhfH89Vu6nEGh","https://api.spotify.com/v1/artists/53sIBaVjXQhfH89Vu6nEGh",NA
"4698","Bruno Mars",27072330,89,"spotify:artist:0du5cEVh5yTK9QJze8zA0C","https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C","dance pop,pop"
"4699","Nicki Minaj",18959092,92,"spotify:artist:0hCNtLu0JehylgoiP8L4Gh","https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh","dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop"
"4700","Jay Sean",1195600,72,"spotify:artist:4pADjHPWyrlAF0FA7joK2H","https://api.spotify.com/v1/artists/4pADjHPWyrlAF0FA7joK2H","dance pop,pop,pop rap,post-teen pop,urban contemporary"
"4701","Pitbull",7965619,86,"spotify:artist:0TnOYISbd1XYRBk9myaseg","https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg","dance pop,latin,miami hip hop,pop,pop rap"
"4702","Rihanna",39462695,91,"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H","barbadian pop,dance pop,pop,post-teen pop,r&b,urban contemporary"
"4703","Calvin Harris",20730525,89,"spotify:artist:7CajNmpbOovFoOoasH2HaY","https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY","dance pop,edm,electro house,house,pop,progressive house,uk dance"
"4704","Mumford & Sons",5829870,79,"spotify:artist:3gd8FJtBJtkRxdfbTu19U2","https://api.spotify.com/v1/artists/3gd8FJtBJtkRxdfbTu19U2","modern folk rock,modern rock,stomp and holler,uk americana"
"4705","Ed Sheeran",70923744,93,"spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V","pop,uk pop"
"4706","B.o.B",1782361,77,"spotify:artist:5ndkK3dpZLKtBklKjxNQwT","https://api.spotify.com/v1/artists/5ndkK3dpZLKtBklKjxNQwT","atl hip hop,dance pop,hip hop,pop,pop rap,rap,southern hip hop"
"4707","Taylor Swift",33003451,96,"spotify:artist:06HL4z0CvFAxyc27GXpf02","https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02","dance pop,pop,post-teen pop"
